playername,wardsplaced,wardskilled,controlwardsbought,visionscore,games_played,ward_placement_rate,ward_kill_rate,controlward_rate,visionscore_rate
Hwichan,708,422,256,1948,66,10.727272727272727,6.393939393939394,3.878787878787879,29.515151515151516
Hydra,635,238,296,1441,44,14.431818181818182,5.409090909090909,6.7272727272727275,32.75
Hydraa,130,45,4,326,5,26.0,9.0,0.8,65.2
Hygon,186,273,132,1159,28,6.642857142857143,9.75,4.714285714285714,41.392857142857146
Hylissang,844,186,212,1643,14,60.285714285714285,13.285714285714286,15.142857142857142,117.35714285714286
Hyorai,1027,247,220,2169,21,48.904761904761905,11.761904761904763,10.476190476190476,103.28571428571429
Hypa,59,9,0,99,7,8.428571428571429,1.2857142857142858,0.0,14.142857142857142
Hype,872,801,258,2780,68,12.823529411764707,11.779411764705882,3.7941176470588234,40.88235294117647
Hyper720,83,25,19,176,6,13.833333333333334,4.166666666666667,3.1666666666666665,29.333333333333332
ICON Ace2,22,11,0,45,3,7.333333333333333,3.6666666666666665,0.0,15.0
ICON Alitan,24,19,19,99,3,8.0,6.333333333333333,6.333333333333333,33.0
ICON BetoEZ,130,33,39,260,3,43.333333333333336,11.0,13.0,86.66666666666667
ICON Zeckro,22,5,10,51,3,7.333333333333333,1.6666666666666667,3.3333333333333335,17.0
IDA,98,46,16,227,9,10.88888888888889,5.111111111111111,1.7777777777777777,25.22222222222222
IHEBIC,633,177,157,1388,12,52.75,14.75,13.083333333333334,115.66666666666667
IN5 Troublemak,24,21,15,88,3,8.0,7.0,5.0,29.333333333333332
INF Stepz,19,13,14,74,2,9.5,6.5,7.0,37.0
ISMA,554,623,453,2582,55,10.072727272727272,11.327272727272728,8.236363636363636,46.945454545454545
IanaTheAlpha,280,59,57,567,7,40.0,8.428571428571429,8.142857142857142,81.0
Ibai,324,341,47,1037,32,10.125,10.65625,1.46875,32.40625
Ice,643,498,230,1811,44,14.613636363636363,11.318181818181818,5.2272727272727275,41.15909090909091
IceBreaker,10,2,3,21,1,10.0,2.0,3.0,21.0
Ichiwin,1560,372,366,3333,32,48.75,11.625,11.4375,104.15625
Icytower,66,85,23,312,11,6.0,7.7272727272727275,2.090909090909091,28.363636363636363
Iheb,1224,254,287,2450,24,51.0,10.583333333333334,11.958333333333334,102.08333333333333
Ihy0,138,48,21,279,14,9.857142857142858,3.4285714285714284,1.5,19.928571428571427
IlllIma,222,171,75,699,27,8.222222222222221,6.333333333333333,2.7777777777777777,25.88888888888889
Ilyxøu,377,83,100,760,40,9.425,2.075,2.5,19.0
Impact,740,301,279,1879,60,12.333333333333334,5.016666666666667,4.65,31.316666666666666
Impp,281,61,68,562,7,40.142857142857146,8.714285714285714,9.714285714285714,80.28571428571429
Improver,365,247,183,1110,44,8.295454545454545,5.613636363636363,4.159090909090909,25.227272727272727
Impulse,12,3,0,18,2,6.0,1.5,0.0,9.0
Infinity,104,138,88,561,18,5.777777777777778,7.666666666666667,4.888888888888889,31.166666666666668
Infoneral,3005,743,614,6236,62,48.46774193548387,11.983870967741936,9.903225806451612,100.58064516129032
Innaxe,510,423,65,1470,39,13.076923076923077,10.846153846153847,1.6666666666666667,37.69230769230769
Insanity,647,263,268,1445,40,16.175,6.575,6.7,36.125
Inspire,355,243,79,1045,41,8.658536585365853,5.926829268292683,1.9268292682926829,25.48780487804878
Inspired,542,659,363,2899,65,8.338461538461539,10.138461538461538,5.584615384615384,44.6
Instinct,256,170,74,626,18,14.222222222222221,9.444444444444445,4.111111111111111,34.77777777777778
Intensitive,15,4,5,33,2,7.5,2.0,2.5,16.5
Intio,283,127,60,610,25,11.32,5.08,2.4,24.4
IntoxqZz,80,27,21,170,7,11.428571428571429,3.857142857142857,3.0,24.285714285714285
Inzuh,264,132,64,646,28,9.428571428571429,4.714285714285714,2.2857142857142856,23.071428571428573
Ipecacuhana,680,133,172,1381,15,45.333333333333336,8.866666666666667,11.466666666666667,92.06666666666666
Irrelevant,532,246,277,1484,38,14.0,6.473684210526316,7.2894736842105265,39.05263157894737
Isles,2323,576,533,4454,35,66.37142857142857,16.457142857142856,15.228571428571428,127.25714285714285
Italin,14,11,2,47,2,7.0,5.5,1.0,23.5
ItsCoto,8,32,11,115,3,2.6666666666666665,10.666666666666666,3.6666666666666665,38.333333333333336
Ivama,215,214,173,1059,32,6.71875,6.6875,5.40625,33.09375
Ivok,183,67,25,404,17,10.764705882352942,3.9411764705882355,1.4705882352941178,23.764705882352942
Ivory,482,370,211,1621,44,10.954545454545455,8.409090909090908,4.795454545454546,36.84090909090909
J0J0C,361,96,76,700,30,12.033333333333333,3.2,2.533333333333333,23.333333333333332
J3rkie,3230,687,794,6567,65,49.69230769230769,10.569230769230769,12.215384615384615,101.03076923076924
JACTROLL,3160,598,696,6302,66,47.878787878787875,9.06060606060606,10.545454545454545,95.48484848484848
JForteX,260,71,63,581,5,52.0,14.2,12.6,116.2
JNX,624,284,193,1629,48,13.0,5.916666666666667,4.020833333333333,33.9375
JT,56,12,16,105,1,56.0,12.0,16.0,105.0
JaVaaa,59,35,10,149,6,9.833333333333334,5.833333333333333,1.6666666666666667,24.833333333333332
Jabu,4,0,2,0,1,4.0,0.0,2.0,0.0
Jackal,612,543,511,2636,75,8.16,7.24,6.8133333333333335,35.14666666666667
JackeyLove,1566,1780,590,5569,128,12.234375,13.90625,4.609375,43.5078125
Jackies,729,410,318,1855,49,14.877551020408163,8.36734693877551,6.489795918367347,37.857142857142854
Jaehyuk,1243,317,557,2528,77,16.142857142857142,4.116883116883117,7.233766233766234,32.83116883116883
Jakobobbi,62,19,9,153,2,31.0,9.5,4.5,76.5
Jakoo,21,6,3,50,2,10.5,3.0,1.5,25.0
Jalleba,210,152,9,552,18,11.666666666666666,8.444444444444445,0.5,30.666666666666668
Jamie,272,202,85,757,29,9.379310344827585,6.9655172413793105,2.9310344827586206,26.103448275862068
Jandro,12,12,9,74,2,6.0,6.0,4.5,37.0
Janis,231,225,197,965,23,10.043478260869565,9.782608695652174,8.565217391304348,41.95652173913044
Jankos,462,492,305,2274,50,9.24,9.84,6.1,45.48
Janus,695,346,271,1895,66,10.530303030303031,5.242424242424242,4.106060606060606,28.71212121212121
Jarvis,113,36,44,245,10,11.3,3.6,4.4,24.5
Jauny,183,107,73,525,18,10.166666666666666,5.944444444444445,4.055555555555555,29.166666666666668
JayJay,137,54,44,333,13,10.538461538461538,4.153846153846154,3.3846153846153846,25.615384615384617
Jcom,72,66,67,312,7,10.285714285714286,9.428571428571429,9.571428571428571,44.57142857142857
Jellou,472,121,123,1034,12,39.333333333333336,10.083333333333334,10.25,86.16666666666667
Jelly,472,142,131,1014,8,59.0,17.75,16.375,126.75
Jenxas,107,137,101,633,17,6.294117647058823,8.058823529411764,5.9411764705882355,37.23529411764706
Jericho,216,95,73,545,19,11.368421052631579,5.0,3.8421052631578947,28.68421052631579
Jerry,412,117,109,784,7,58.857142857142854,16.714285714285715,15.571428571428571,112.0
Jeskla,1004,375,350,2130,65,15.446153846153846,5.769230769230769,5.384615384615385,32.76923076923077
Jeykup,369,336,296,1767,47,7.851063829787234,7.148936170212766,6.297872340425532,37.59574468085106
Jeyrus,57,48,18,173,5,11.4,9.6,3.6,34.6
Jezu,627,383,226,1595,40,15.675,9.575,5.65,39.875
JiT,27,26,18,142,3,9.0,8.666666666666666,6.0,47.333333333333336
JiaHao,60,41,20,144,5,12.0,8.2,4.0,28.8
JiaQi,691,685,257,2208,52,13.288461538461538,13.173076923076923,4.9423076923076925,42.46153846153846
Jiejie,914,1169,752,4752,90,10.155555555555555,12.988888888888889,8.355555555555556,52.8
JimieN,458,328,211,1354,42,10.904761904761905,7.809523809523809,5.023809523809524,32.23809523809524
Jimsnop,122,78,18,324,12,10.166666666666666,6.5,1.5,27.0
Jinbeom,722,472,172,1859,62,11.64516129032258,7.612903225806452,2.774193548387097,29.983870967741936
Jisoo,19,12,10,55,2,9.5,6.0,5.0,27.5
Jiux,55,20,23,139,7,7.857142857142857,2.857142857142857,3.2857142857142856,19.857142857142858
Jiwoo,1414,953,491,3613,102,13.862745098039216,9.343137254901961,4.813725490196078,35.42156862745098
JoJo,3655,808,1037,7146,61,59.91803278688525,13.245901639344263,17.0,117.14754098360656
JoKozz,33,4,12,55,2,16.5,2.0,6.0,27.5
Joao,373,94,79,842,26,14.346153846153847,3.6153846153846154,3.0384615384615383,32.38461538461539
Joekie,225,337,194,1322,26,8.653846153846153,12.961538461538462,7.461538461538462,50.84615384615385
Joexy,1452,297,430,2724,24,60.5,12.375,17.916666666666668,113.5
Johnarnau,24,1,4,29,2,12.0,0.5,2.0,14.5
Joinze,301,426,241,1774,46,6.543478260869565,9.26086956521739,5.239130434782608,38.56521739130435
Jojopyun,1262,588,542,3073,79,15.974683544303797,7.443037974683544,6.860759493670886,38.89873417721519
JokerHan,36,32,22,145,4,9.0,8.0,5.5,36.25
Joki37,83,146,63,558,16,5.1875,9.125,3.9375,34.875
Jool,955,416,482,2394,68,14.044117647058824,6.117647058823529,7.088235294117647,35.205882352941174
Jopa,741,535,256,2036,55,13.472727272727273,9.727272727272727,4.654545454545454,37.018181818181816
Jordan,113,21,28,202,2,56.5,10.5,14.0,101.0
Josedeodo,527,585,440,2401,46,11.456521739130435,12.717391304347826,9.565217391304348,52.19565217391305
Josifek04,296,237,249,1278,38,7.7894736842105265,6.2368421052631575,6.552631578947368,33.63157894736842
Jovian,99,19,20,186,2,49.5,9.5,10.0,93.0
JuanDeDios,64,25,25,188,5,12.8,5.0,5.0,37.6
Juhan,1075,1105,910,4713,90,11.944444444444445,12.277777777777779,10.11111111111111,52.36666666666667
Juliera,114,81,26,307,9,12.666666666666666,9.0,2.888888888888889,34.111111111111114
Julzh,9,1,0,17,1,9.0,1.0,0.0,17.0
Jun,3234,666,878,6136,49,66.0,13.591836734693878,17.918367346938776,125.22448979591837
JunJia,1201,1193,1046,5112,95,12.642105263157895,12.557894736842105,11.010526315789473,53.810526315789474
Jungoat,137,125,116,533,11,12.454545454545455,11.363636363636363,10.545454545454545,48.45454545454545
Junhao,722,759,577,3187,62,11.64516129032258,12.241935483870968,9.306451612903226,51.403225806451616
JustFocus,500,91,148,906,8,62.5,11.375,18.5,113.25
Juzu,372,139,100,920,35,10.628571428571428,3.9714285714285715,2.857142857142857,26.285714285714285
Jwei,6265,1238,1886,11318,99,63.282828282828284,12.505050505050505,19.050505050505052,114.32323232323232
Jwic,38,25,26,147,5,7.6,5.0,5.2,29.4
K0G0LA,24,31,18,115,5,4.8,6.2,3.6,23.0
K1ng,112,69,15,265,11,10.181818181818182,6.2727272727272725,1.3636363636363635,24.09090909090909
KCH Jericho,22,12,8,67,2,11.0,6.0,4.0,33.5
KCH jericho,108,47,36,276,9,12.0,5.222222222222222,4.0,30.666666666666668
KDavid02,42,35,6,132,5,8.4,7.0,1.2,26.4
KGA Darky,19,5,3,41,2,9.5,2.5,1.5,20.5
KGA Senor,9,27,6,86,2,4.5,13.5,3.0,43.0
KGA Slimsnoker,20,4,4,28,2,10.0,2.0,2.0,14.0
KJ Yikesuo,23,21,8,97,3,7.666666666666667,7.0,2.6666666666666665,32.333333333333336
KKT,358,222,283,1373,35,10.228571428571428,6.3428571428571425,8.085714285714285,39.22857142857143
KNEZA,333,226,67,865,35,9.514285714285714,6.457142857142857,1.9142857142857144,24.714285714285715
KOUBEE,455,268,172,1260,50,9.1,5.36,3.44,25.2
KSAEZ,450,179,192,1026,24,18.75,7.458333333333333,8.0,42.75
KT A Cid,58,28,29,141,4,14.5,7.0,7.25,35.25
KT A FenRir,75,43,26,188,6,12.5,7.166666666666667,4.333333333333333,31.333333333333332
KT A Pleasure,205,52,63,416,4,51.25,13.0,15.75,104.0
KT A Ripple,38,18,22,109,4,9.5,4.5,5.5,27.25
KT A Soft,51,42,33,202,5,10.2,8.4,6.6,40.4
Ka1ser,486,278,205,1359,48,10.125,5.791666666666667,4.270833333333333,28.3125
Kaba,118,80,7,281,11,10.727272727272727,7.2727272727272725,0.6363636363636364,25.545454545454547
Kaboom,191,126,88,726,23,8.304347826086957,5.478260869565218,3.8260869565217392,31.565217391304348
Kackos,172,50,19,341,15,11.466666666666667,3.3333333333333335,1.2666666666666666,22.733333333333334
Kael,9583,2274,2894,18399,144,66.54861111111111,15.791666666666666,20.09722222222222,127.77083333333333
Kaido,199,147,123,727,17,11.705882352941176,8.647058823529411,7.235294117647059,42.76470588235294
Kaii,139,126,39,446,14,9.928571428571429,9.0,2.7857142857142856,31.857142857142858
Kaiser,4709,1052,1187,9056,80,58.8625,13.15,14.8375,113.2
Kaiwing,5448,1223,1420,10410,95,57.34736842105263,12.873684210526315,14.947368421052632,109.57894736842105
Kakarot,32,7,1,46,4,8.0,1.75,0.25,11.5
Kakkun,362,206,105,870,37,9.783783783783784,5.5675675675675675,2.8378378378378377,23.513513513513512
KalenBoss,129,188,100,775,19,6.7894736842105265,9.894736842105264,5.2631578947368425,40.78947368421053
Kamiloo,685,438,378,1840,44,15.568181818181818,9.954545454545455,8.590909090909092,41.81818181818182
Kamon,34,17,3,88,3,11.333333333333334,5.666666666666667,1.0,29.333333333333332
Kamyta,57,13,20,115,1,57.0,13.0,20.0,115.0
Kanavi,1272,1607,1056,6528,128,9.9375,12.5546875,8.25,51.0
Kancolf,194,32,37,386,5,38.8,6.4,7.4,77.2
Kandar,73,15,11,126,1,73.0,15.0,11.0,126.0
Kangin,894,426,405,2389,85,10.51764705882353,5.011764705882353,4.764705882352941,28.105882352941176
Kania,425,371,383,1801,39,10.897435897435898,9.512820512820513,9.820512820512821,46.17948717948718
Kanra,79,26,21,187,2,39.5,13.0,10.5,93.5
Kaori,163,104,43,413,15,10.866666666666667,6.933333333333334,2.8666666666666667,27.533333333333335
Kaplica,99,19,11,182,10,9.9,1.9,1.1,18.2
Kappa1,267,97,92,598,18,14.833333333333334,5.388888888888889,5.111111111111111,33.22222222222222
Karaage,259,139,123,701,24,10.791666666666666,5.791666666666667,5.125,29.208333333333332
Karakal Jr,256,91,67,573,5,51.2,18.2,13.4,114.6
Karis,1397,870,752,4198,116,12.043103448275861,7.5,6.482758620689655,36.189655172413794
Kars,17,2,3,32,2,8.5,1.0,1.5,16.0
Karsa,948,831,784,3810,71,13.352112676056338,11.704225352112676,11.04225352112676,53.66197183098591
Kartso,190,59,42,416,4,47.5,14.75,10.5,104.0
Kaseko,2011,497,534,3988,38,52.921052631578945,13.078947368421053,14.052631578947368,104.94736842105263
Kasing,2655,639,704,5324,46,57.71739130434783,13.891304347826088,15.304347826086957,115.73913043478261
KatEvolved,273,111,93,629,21,13.0,5.285714285714286,4.428571428571429,29.952380952380953
Kati,993,534,388,2468,63,15.761904761904763,8.476190476190476,6.158730158730159,39.17460317460318
Katquese,15,4,3,27,2,7.5,2.0,1.5,13.5
KatzGames,583,164,97,1230,41,14.21951219512195,4.0,2.3658536585365852,30.0
Kaylem,431,175,136,998,35,12.314285714285715,5.0,3.8857142857142857,28.514285714285716
Kaymin,563,208,239,1229,36,15.63888888888889,5.777777777777778,6.638888888888889,34.138888888888886
Kaze,493,216,218,1211,42,11.738095238095237,5.142857142857143,5.190476190476191,28.833333333333332
Kazing,26,22,4,84,2,13.0,11.0,2.0,42.0
Kazunn,332,146,84,759,28,11.857142857142858,5.214285714285714,3.0,27.107142857142858
Keduii,503,382,134,1347,35,14.371428571428572,10.914285714285715,3.8285714285714287,38.48571428571429
Keel,178,125,115,701,21,8.476190476190476,5.9523809523809526,5.476190476190476,33.38095238095238
Keii,436,160,97,986,36,12.11111111111111,4.444444444444445,2.6944444444444446,27.38888888888889
Keine,493,325,252,1361,35,14.085714285714285,9.285714285714286,7.2,38.885714285714286
Keishao,197,52,46,437,3,65.66666666666667,17.333333333333332,15.333333333333334,145.66666666666666
Kellie,2064,464,607,4476,41,50.34146341463415,11.317073170731707,14.804878048780488,109.17073170731707
Kellin,4804,963,1447,8679,78,61.58974358974359,12.346153846153847,18.55128205128205,111.26923076923077
Kelpo,620,158,163,1265,10,62.0,15.8,16.3,126.5
Kemish,1078,814,687,3507,95,11.347368421052632,8.56842105263158,7.231578947368421,36.915789473684214
Kenal,744,408,124,1728,56,13.285714285714286,7.285714285714286,2.2142857142857144,30.857142857142858
Kenma,246,111,30,577,22,11.181818181818182,5.045454545454546,1.3636363636363635,26.227272727272727
Kensei,58,51,48,233,7,8.285714285714286,7.285714285714286,6.857142857142857,33.285714285714285
Kenvi,169,163,124,727,16,10.5625,10.1875,7.75,45.4375
Keptt,26,27,11,111,4,6.5,6.75,2.75,27.75
Keres,2476,344,817,3850,41,60.390243902439025,8.390243902439025,19.926829268292682,93.90243902439025
Keria,7755,1420,2210,13860,117,66.28205128205128,12.136752136752136,18.88888888888889,118.46153846153847
Kerraii,57,18,12,119,5,11.4,3.6,2.4,23.8
Kerry,1785,384,550,3331,34,52.5,11.294117647058824,16.176470588235293,97.97058823529412
Khaydarin,433,196,41,977,37,11.702702702702704,5.297297297297297,1.1081081081081081,26.405405405405407
Kheng,99,61,60,334,10,9.9,6.1,6.0,33.4
Kiari,552,288,163,1460,38,14.526315789473685,7.578947368421052,4.2894736842105265,38.421052631578945
Kiaya,1443,435,527,3102,83,17.3855421686747,5.240963855421687,6.349397590361446,37.373493975903614
Kice,5574,1302,1634,10437,82,67.97560975609755,15.878048780487806,19.926829268292682,127.28048780487805
Kick,163,46,46,362,4,40.75,11.5,11.5,90.5
Kiefer,302,200,93,856,25,12.08,8.0,3.72,34.24
Kiin,1545,847,600,4279,120,12.875,7.058333333333334,5.0,35.65833333333333
Kiki,70,84,58,366,9,7.777777777777778,9.333333333333334,6.444444444444445,40.666666666666664
Kikis,285,408,195,1673,47,6.0638297872340425,8.680851063829786,4.148936170212766,35.59574468085106
Killer2,445,402,296,1804,39,11.41025641025641,10.307692307692308,7.589743589743589,46.256410256410255
KinGi,363,366,294,1681,35,10.371428571428572,10.457142857142857,8.4,48.02857142857143
Kina,179,89,65,459,14,12.785714285714286,6.357142857142857,4.642857142857143,32.785714285714285
Kinatu,708,173,324,1511,56,12.642857142857142,3.0892857142857144,5.785714285714286,26.982142857142858
Kindless,85,53,27,238,7,12.142857142857142,7.571428571428571,3.857142857142857,34.0
Kingen,1079,569,568,3076,96,11.239583333333334,5.927083333333333,5.916666666666667,32.041666666666664
Kingsblade,214,63,81,464,19,11.263157894736842,3.3157894736842106,4.2631578947368425,24.42105263157895
Kino,3660,847,1061,7304,75,48.8,11.293333333333333,14.146666666666667,97.38666666666667
Kio,1095,356,403,2590,85,12.882352941176471,4.188235294117647,4.741176470588235,30.470588235294116
Kireas,442,641,447,2438,54,8.185185185185185,11.87037037037037,8.277777777777779,45.148148148148145
Kirei,25,52,18,188,7,3.5714285714285716,7.428571428571429,2.5714285714285716,26.857142857142858
Kirin,25,10,5,64,2,12.5,5.0,2.5,32.0
Kisee,556,421,188,1656,42,13.238095238095237,10.023809523809524,4.476190476190476,39.42857142857143
Kisno,416,520,342,2240,46,9.043478260869565,11.304347826086957,7.434782608695652,48.69565217391305
Kita,409,122,113,889,9,45.44444444444444,13.555555555555555,12.555555555555555,98.77777777777777
Kitin,18,10,2,46,2,9.0,5.0,1.0,23.0
Kituruken,213,142,167,899,28,7.607142857142857,5.071428571428571,5.964285714285714,32.107142857142854
Kiwi,14,22,23,89,3,4.666666666666667,7.333333333333333,7.666666666666667,29.666666666666668
Klownz,1714,501,431,3872,37,46.32432432432432,13.54054054054054,11.64864864864865,104.64864864864865
Knight,1238,1301,562,4959,141,8.78014184397163,9.22695035460993,3.9858156028368796,35.170212765957444
Knighter,128,38,36,267,13,9.846153846153847,2.923076923076923,2.769230769230769,20.53846153846154
Knika,27,4,2,53,3,9.0,1.3333333333333333,0.6666666666666666,17.666666666666668
Koala,3412,781,978,6696,75,45.49333333333333,10.413333333333334,13.04,89.28
Kobbe,117,90,10,339,13,9.0,6.923076923076923,0.7692307692307693,26.076923076923077
Kobs,151,110,120,607,16,9.4375,6.875,7.5,37.9375
Kocourek,465,221,145,1345,20,23.25,11.05,7.25,67.25
Koczis,24,41,24,145,5,4.8,8.2,4.8,29.0
Kodie,107,22,19,220,3,35.666666666666664,7.333333333333333,6.333333333333333,73.33333333333333
Kodo,136,88,53,363,14,9.714285714285714,6.285714285714286,3.7857142857142856,25.928571428571427
Kofte,613,329,255,1625,46,13.326086956521738,7.1521739130434785,5.543478260869565,35.32608695652174
Kojima,323,297,114,1035,27,11.962962962962964,11.0,4.222222222222222,38.333333333333336
Kokos,149,179,128,855,24,6.208333333333333,7.458333333333333,5.333333333333333,35.625
Koldo,359,333,260,1426,29,12.379310344827585,11.482758620689655,8.96551724137931,49.172413793103445
Kolios,599,98,156,1198,12,49.916666666666664,8.166666666666666,13.0,99.83333333333333
Konan,39,26,13,136,5,7.8,5.2,2.6,27.2
Kongyue,68,50,55,274,8,8.5,6.25,6.875,34.25
Kotva,393,86,87,847,10,39.3,8.6,8.7,84.7
Kotvyc 74,91,55,16,239,8,11.375,6.875,2.0,29.875
Koussay,651,481,219,2028,73,8.917808219178083,6.589041095890411,3.0,27.78082191780822
KoxTroll,125,113,92,501,11,11.363636363636363,10.272727272727273,8.363636363636363,45.54545454545455
Kozak,232,133,33,586,16,14.5,8.3125,2.0625,36.625
Kozi,1206,226,490,2315,79,15.265822784810126,2.8607594936708862,6.2025316455696204,29.303797468354432
Krastyel,1940,456,564,3924,39,49.743589743589745,11.692307692307692,14.461538461538462,100.61538461538461
