playername,doublekills,triplekills,quadrakills,pentakills
Zhayend,5.0,0.0,0.0,0.0
Zhuo,0.0,0.0,0.0,0.0
ZiYe,2.0,1.0,0.0,0.0
Zicssi,9.0,0.0,0.0,0.0
Zika,0.0,0.0,0.0,0.0
Zinie,51.0,11.0,2.0,0.0
Zkai,22.0,4.0,1.0,0.0
Zoelys,0.0,0.0,0.0,0.0
Zoiren,2.0,0.0,0.0,0.0
Zothve,8.0,2.0,1.0,0.0
Zubac,36.0,2.0,0.0,0.0
Zuhy,6.0,2.0,0.0,0.0
Zven,39.0,8.0,0.0,0.0
Zwyroo,16.0,1.0,1.0,0.0
Zyko,2.0,0.0,0.0,0.0
aadurrr,5.0,0.0,0.0,0.0
adi1,32.0,3.0,0.0,0.0
akostas47,0.0,0.0,0.0,0.0
alishor,4.0,2.0,0.0,0.0
alix,29.0,6.0,0.0,0.0
amatsusune,1.0,0.0,0.0,0.0
april,0.0,0.0,0.0,0.0
ardaffler,26.0,6.0,1.0,0.0
bakisa,16.0,4.0,0.0,0.0
bans,3.0,1.0,1.0,0.0
bat,0.0,0.0,0.0,0.0
behave,6.0,3.0,0.0,0.0
beishang,0.0,0.0,0.0,0.0
belit,5.0,0.0,0.0,0.0
besu,0.0,0.0,0.0,0.0
bicas,1.0,0.0,0.0,0.0
bluerzor,10.0,2.0,0.0,0.0
bobista,28.0,7.0,1.0,1.0
buffi,24.0,3.0,1.0,1.0
burningstar,1.0,0.0,0.0,0.0
c0st0m,10.0,2.0,1.0,0.0
cc,4.0,0.0,0.0,0.0
ceo,15.0,6.0,1.0,0.0
charlotte,5.0,3.0,0.0,0.0
chico,22.0,1.0,0.0,0.0
child,3.0,0.0,0.0,0.0
chilioil,10.0,1.0,0.0,0.0
chips,9.0,0.0,0.0,0.0
choego,41.0,11.0,3.0,0.0
cicil,0.0,0.0,0.0,0.0
cody,14.0,2.0,0.0,0.0
curty,1.0,0.0,0.0,0.0
denizzz,3.0,0.0,0.0,0.0
denyk,0.0,0.0,0.0,0.0
deokdam,51.0,9.0,0.0,0.0
dyNquedo,6.0,3.0,0.0,0.0
eXyu,1.0,0.0,0.0,0.0
eaRyz,8.0,0.0,0.0,0.0
escoX,0.0,0.0,0.0,0.0
eskimas,0.0,0.0,0.0,0.0
ezman,13.0,2.0,0.0,0.0
fNb,15.0,3.0,0.0,0.0
fantomisto,13.0,6.0,2.0,0.0
fengyue,0.0,0.0,0.0,0.0
ffernandes,1.0,0.0,0.0,0.0
fishone,11.0,2.0,1.0,0.0
frajgo,42.0,8.0,0.0,0.0
freaky dao,5.0,1.0,0.0,0.0
frosty,1.0,0.0,0.0,0.0
froy,4.0,1.0,0.0,0.0
godfan,0.0,0.0,0.0,0.0
goose,1.0,0.0,0.0,0.0
gtrik,1.0,0.0,0.0,0.0
haichao,0.0,0.0,0.0,0.0
hammerul,0.0,0.0,0.0,0.0
handm,7.0,0.0,0.0,0.0
helforca,2.0,0.0,0.0,0.0
hidududu,1.0,0.0,0.0,0.0
huhi,0.0,0.0,0.0,0.0
hybradge,6.0,0.0,0.0,0.0
iBo,15.0,3.0,0.0,0.0
iLEVI,0.0,0.0,0.0,0.0
ianshaka,31.0,10.0,0.0,0.0
ilyy,3.0,0.0,0.0,0.0
isaN,3.0,1.0,0.0,0.0
iwanan,24.0,5.0,0.0,0.0
iyy,0.0,0.0,0.0,0.0
jjs156,9.0,1.0,0.0,0.0
jmz,7.0,1.0,1.0,0.0
jokaa,9.0,0.0,0.0,0.0
juny,1.0,0.0,0.0,0.0
justcan,1.0,0.0,0.0,0.0
kPr,10.0,2.0,0.0,0.0
kahura,0.0,0.0,0.0,0.0
kairi,0.0,0.0,0.0,0.0
kamilius,1.0,0.0,0.0,0.0
kanashimi,1.0,0.0,0.0,0.0
kehvo,24.0,7.0,2.0,0.0
kkero,0.0,0.0,0.0,0.0
kkkkkkkkk,29.0,7.0,1.0,0.0
kngo,1.0,0.0,0.0,0.0
koisi,5.0,0.0,0.0,0.0
konseki,1.0,0.0,0.0,0.0
kyeahoo,46.0,12.0,1.0,0.0
lamb,1.0,0.0,0.0,0.0
linn,11.0,4.0,1.0,1.0
lll,0.0,0.0,0.0,0.0
lobellan,2.0,1.0,0.0,0.0
looki,5.0,2.0,1.0,0.0
manuemdo,0.0,0.0,0.0,0.0
many,16.0,5.0,1.0,1.0
marlon,3.0,0.0,0.0,0.0
meight,0.0,0.0,0.0,0.0
miaemi,0.0,0.0,0.0,0.0
micaO,17.0,6.0,2.0,1.0
miflond,5.0,0.0,0.0,0.0
mikasa,1.0,0.0,0.0,0.0
milkyway,0.0,0.0,0.0,0.0
minemaciek,4.0,0.0,0.0,0.0
moe,9.0,1.0,0.0,0.0
monkaS,0.0,0.0,0.0,0.0
naau,27.0,3.0,1.0,0.0
naiyou,0.0,0.0,0.0,0.0
nicolaiy,13.0,4.0,1.0,0.0
nrmn,4.0,2.0,0.0,0.0
nuc,13.0,2.0,0.0,0.0
nvillada,6.0,0.0,0.0,0.0
pan,21.0,2.0,0.0,0.0
pinvvei,0.0,0.0,0.0,0.0
playcool,21.0,2.0,0.0,0.0
ppgod,0.0,0.0,0.0,0.0
pr1me,17.0,1.0,0.0,0.0
ptt,0.0,0.0,0.0,0.0
putaogou,4.0,1.0,0.0,0.0
qiuyu,2.0,0.0,0.0,0.0
qlibali,0.0,0.0,0.0,0.0
raedz,13.0,1.0,0.0,0.0
raining,35.0,13.0,3.0,0.0
rajed,6.0,1.0,0.0,0.0
rakii,38.0,7.0,1.0,0.0
random,3.0,0.0,0.0,0.0
rcg,1.0,0.0,0.0,0.0
reje,11.0,3.0,0.0,0.0
risdrengen,1.0,0.0,0.0,0.0
rovex,0.0,0.0,0.0,0.0
rre,30.0,6.0,1.0,0.0
rym,14.0,4.0,0.0,0.0
sSephix,0.0,0.0,0.0,0.0
sajed,35.0,4.0,0.0,0.0
salgueir0,0.0,0.0,0.0,0.0
sanghyeon,0.0,0.0,0.0,0.0
sarolu,14.0,1.0,1.0,0.0
sasi,0.0,0.0,0.0,0.0
scamber,2.0,0.0,0.0,0.0
scuro,26.0,5.0,0.0,0.0
seaz,0.0,0.0,0.0,0.0
selenex,0.0,0.0,0.0,0.0
shanji,0.0,0.0,0.0,0.0
sheer,0.0,0.0,0.0,0.0
shibi,26.0,4.0,1.0,0.0
shidolovell,0.0,0.0,0.0,0.0
shochi,8.0,2.0,0.0,0.0
sinian,7.0,1.0,0.0,0.0
skakavka,9.0,2.0,0.0,0.0
smifi,1.0,0.0,0.0,0.0
soap,0.0,0.0,0.0,0.0
sorrow,2.0,0.0,0.0,0.0
soul1,14.0,0.0,0.0,0.0
starkyy,9.0,1.0,0.0,0.0
sucuranbul,6.0,1.0,0.0,0.0
svns,14.0,1.0,0.0,0.0
tinowns,12.0,1.0,0.0,0.0
tockers,0.0,0.0,0.0,0.0
tol2,10.0,2.0,0.0,0.0
tomomaso,10.0,1.0,0.0,0.0
tonyroo,0.0,0.0,0.0,0.0
towhat,0.0,0.0,0.0,0.0
twohoyrz,13.0,4.0,1.0,0.0
tyrin,11.0,2.0,0.0,0.0
uZent,4.0,0.0,0.0,0.0
uden,0.0,0.0,0.0,0.0
uroskg,4.0,0.0,0.0,0.0
v1SaG3,2.0,0.0,0.0,0.0
vayu,2.0,1.0,0.0,0.0
vital,18.0,2.0,0.0,0.0
welcom,29.0,3.0,0.0,0.0
whisper,24.0,2.0,0.0,0.0
whiteinn,3.0,0.0,0.0,0.0
wild,4.0,0.0,0.0,0.0
wittman,14.0,4.0,2.0,1.0
xGenesis,4.0,0.0,0.0,0.0
xKenzuke,31.0,7.0,1.0,0.0
xLiang,6.0,1.0,0.0,0.0
xMatty,11.0,2.0,0.0,0.0
xRoyal,2.0,0.0,0.0,0.0
xddyuki,37.0,7.0,3.0,0.0
xiaofang,0.0,0.0,0.0,0.0
xiaohuangren,0.0,0.0,0.0,0.0
xinsheng,0.0,0.0,0.0,0.0
xqw,0.0,0.0,0.0,0.0
xyno,22.0,2.0,0.0,0.0
yanjee,0.0,0.0,0.0,0.0
yeti,14.0,3.0,0.0,0.0
zamulek,55.0,7.0,1.0,0.0
zay,1.0,0.0,0.0,0.0
zeen,4.0,0.0,0.0,0.0
zorenous,0.0,0.0,0.0,0.0
zynts,16.0,3.0,0.0,0.0
zzeta,0.0,0.0,0.0,0.0
Évangelyne,9.0,1.0,1.0,0.0
